killing previous experiments...
initializing cxl memory...
I0914 14:57:17.155953 12391 bench_tpcc.cpp:71] WAL Group Commiting off. Log to file _non_group_commit.txt using Blackhole Logger
I0914 14:57:17.155990 12391 Database.h:166] creating hash tables for database...
I0914 14:57:17.159739 12391 Database.h:146] warehouse initialization finished in 0 milliseconds.
I0914 14:57:17.159961 12391 Database.h:146] district initialization finished in 0 milliseconds.
I0914 14:57:17.235977 12391 Database.h:146] customer initialization finished in 76 milliseconds.
I0914 14:57:17.250433 12391 Database.h:146] customer_name_idx initialization finished in 14 milliseconds.
I0914 14:57:17.292694 12391 Database.h:146] item initialization finished in 42 milliseconds.
I0914 14:57:17.460824 12391 Database.h:146] stock initialization finished in 168 milliseconds.
I0914 14:57:17.497403 12391 CXLMemory.h:40] cxlalloc initialized for thread 0 (global ID = 0) on host 0
I0914 14:57:17.497417 12391 Coordinator.h:42] Coordinator initializes 2 workers.
I0914 14:57:17.499179 12391 SundialPashaHelper.h:415] SundialPasha Helper initializes data migration metadata (160 CXL hash tables each with 1000 entries)
I0914 14:57:17.499352 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.500507 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.501682 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.502862 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.504040 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.505187 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.506328 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.507475 12391 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0914 14:57:17.508622 12391 Coordinator.h:332] Coordinator 0 initializes CXL transport metadata (8 ringbuffers each with 4096 entries (each 503 Bytes)
I0914 14:57:17.508754 12405 Coordinator.h:368] Listener 0 on coordinator 0 listening on 192.168.100.2:1234 tcp_no_delay 1 tcp_quick_ack 0
I0914 14:57:17.508874 12391 Socket.h:69] Disabling nagle
I0914 14:57:17.508888 12391 Coordinator.h:423] Coordinator 0 connected to 1
I0914 14:57:17.508955 12391 Socket.h:69] Disabling nagle
I0914 14:57:17.508957 12391 Coordinator.h:423] Coordinator 0 connected to 2
I0914 14:57:17.509033 12391 Socket.h:69] Disabling nagle
I0914 14:57:17.509037 12391 Coordinator.h:423] Coordinator 0 connected to 3
I0914 14:57:17.509352 12405 Socket.h:69] Disabling nagle
I0914 14:57:17.509361 12405 Coordinator.h:383] Listener accepted connection from coordinator 5
I0914 14:57:17.509367 12405 Socket.h:69] Disabling nagle
I0914 14:57:17.509368 12405 Coordinator.h:383] Listener accepted connection from coordinator 1
I0914 14:57:17.509368 12391 Socket.h:69] Disabling nagle
I0914 14:57:17.509375 12405 Socket.h:69] Disabling nagle
I0914 14:57:17.509389 12405 Coordinator.h:383] Listener accepted connection from coordinator 3
I0914 14:57:17.509384 12391 Coordinator.h:423] Coordinator 0 connected to 4
I0914 14:57:17.509394 12405 Socket.h:69] Disabling nagle
I0914 14:57:17.509402 12405 Coordinator.h:383] Listener accepted connection from coordinator 4
I0914 14:57:17.509406 12405 Socket.h:69] Disabling nagle
I0914 14:57:17.509408 12405 Coordinator.h:383] Listener accepted connection from coordinator 2
I0914 14:57:17.509466 12391 Socket.h:69] Disabling nagle
I0914 14:57:17.509469 12391 Coordinator.h:423] Coordinator 0 connected to 5
I0914 14:57:17.509583 12391 Socket.h:69] Disabling nagle
I0914 14:57:17.509588 12391 Coordinator.h:423] Coordinator 0 connected to 6
I0914 14:57:17.509671 12391 Socket.h:69] Disabling nagle
I0914 14:57:17.509683 12391 Coordinator.h:423] Coordinator 0 connected to 7
I0914 14:57:22.509250 12405 Socket.h:69] Disabling nagle
I0914 14:57:22.509258 12405 Coordinator.h:383] Listener accepted connection from coordinator 7
I0914 14:57:22.509418 12405 Socket.h:69] Disabling nagle
I0914 14:57:22.509423 12405 Coordinator.h:383] Listener accepted connection from coordinator 6
I0914 14:57:22.509423 12405 Coordinator.h:386] Listener 0 on coordinator 0 exits.
I0914 14:57:22.509493 12391 Coordinator.h:435] Coordinator 0 connected to all peers.
I0914 14:57:22.509518 12391 Dispatcher.h:37] IncomingDispatcher 0 coord_id 0
I0914 14:57:22.509531 12391 Dispatcher.h:210] OutgoingDispatcher 0 coord_id 0
I0914 14:57:22.509585 12406 Dispatcher.h:56] Incoming Dispatcher started, numCoordinators = 8, numWorkers = 2, group id = 0, coordinator = 0
I0914 14:57:22.509606 12391 Coordinator.h:146] Coordinator starts to run 3 workers.
I0914 14:57:22.509624 12407 Dispatcher.h:222] Outgoing Dispatcher started, numCoordinators = 8, numWorkers = 3, group id = 0
I0914 14:57:22.509675 12408 Executor.h:74] Executor 0 starts.
I0914 14:57:22.509714 12408 CXLMemory.h:40] cxlalloc initialized for thread 1 (global ID = 1) on host 0
I0914 14:57:22.509729 12410 Manager.h:226] Manager(worker id = 2) on the coordinator node started.
I0914 14:57:22.509766 12409 Executor.h:74] Executor 1 starts.
I0914 14:57:22.509773 12409 CXLMemory.h:40] cxlalloc initialized for thread 2 (global ID = 2) on host 0
I0914 14:57:23.509788 12391 Coordinator.h:237] commit: 136332 abort: 6437 (718/5324/395), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1971189, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:57:57.512372 12391 Coordinator.h:237] commit: 136630 abort: 6389 (672/5289/428), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1976512, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:57:58.512446 12391 Coordinator.h:237] commit: 135974 abort: 6489 (691/5426/372), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1960019, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:57:59.512522 12391 Coordinator.h:237] commit: 136964 abort: 6384 (678/5330/376), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1968219, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:00.512598 12391 Coordinator.h:237] commit: 136397 abort: 6466 (721/5356/389), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1969110, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:01.512670 12391 Coordinator.h:237] commit: 136933 abort: 6396 (669/5322/405), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1980982, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:02.512740 12391 Coordinator.h:237] commit: 137126 abort: 6376 (638/5374/364), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1980531, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:03.512815 12391 Coordinator.h:237] commit: 136844 abort: 6347 (649/5325/373), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1978267, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:04.512889 12391 Coordinator.h:237] commit: 137099 abort: 6369 (676/5320/373), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1985077, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:05.512964 12391 Coordinator.h:237] commit: 137194 abort: 6293 (637/5293/363), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1983480, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:06.513038 12391 Coordinator.h:237] commit: 137024 abort: 6357 (676/5311/370), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1979304, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:07.513114 12391 Coordinator.h:237] commit: 136928 abort: 6412 (682/5348/382), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1986286, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:08.513190 12391 Coordinator.h:237] commit: 137687 abort: 6294 (609/5305/380), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1985984, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:09.513270 12391 Coordinator.h:237] commit: 135787 abort: 6450 (635/5433/382), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1959753, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:10.513353 12391 Coordinator.h:237] commit: 136672 abort: 6386 (660/5343/383), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1975213, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:11.513434 12391 Coordinator.h:237] commit: 137295 abort: 6421 (701/5358/362), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1980540, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:12.513515 12391 Coordinator.h:237] commit: 136434 abort: 6420 (654/5375/391), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1968020, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:13.513590 12391 Coordinator.h:237] commit: 137201 abort: 6401 (726/5269/406), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1981299, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:14.513659 12391 Coordinator.h:237] commit: 136397 abort: 6396 (677/5328/391), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1981542, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:15.513733 12391 Coordinator.h:237] commit: 137110 abort: 6429 (648/5438/343), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1980482, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:16.513808 12391 Coordinator.h:237] commit: 136851 abort: 6322 (672/5238/412), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1984603, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:17.513876 12391 Coordinator.h:237] commit: 136899 abort: 6361 (669/5305/387), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1978861, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:18.513945 12391 Coordinator.h:237] commit: 136618 abort: 6403 (719/5317/367), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1980770, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:19.514021 12391 Coordinator.h:237] commit: 137147 abort: 6412 (620/5410/382), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1968927, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:20.514097 12391 Coordinator.h:237] commit: 137254 abort: 6339 (700/5262/377), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1987317, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:21.514174 12391 Coordinator.h:237] commit: 136512 abort: 6474 (705/5369/400), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1969726, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:22.514247 12391 Coordinator.h:237] commit: 136767 abort: 6421 (698/5318/405), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1985552, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:23.514321 12391 Coordinator.h:237] commit: 136629 abort: 6421 (678/5385/358), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1972373, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:24.514402 12391 Coordinator.h:237] commit: 134893 abort: 6413 (678/5340/395), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1948274, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:25.514478 12391 Coordinator.h:237] commit: 135866 abort: 6336 (667/5280/389), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1966061, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:26.514555 12391 Coordinator.h:237] commit: 135944 abort: 6375 (664/5298/413), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1962461, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:27.514626 12391 Coordinator.h:237] commit: 135886 abort: 6357 (650/5318/389), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1967541, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:28.514699 12391 Coordinator.h:237] commit: 135618 abort: 6292 (660/5224/408), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1970747, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:29.514775 12391 Coordinator.h:237] commit: 136102 abort: 6400 (694/5285/421), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1962159, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:30.514848 12391 Coordinator.h:237] commit: 136382 abort: 6351 (665/5304/382), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1963945, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:31.514923 12391 Coordinator.h:237] commit: 135750 abort: 6352 (640/5331/381), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1956491, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:32.514992 12391 Coordinator.h:237] commit: 135846 abort: 6279 (627/5259/393), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1955974, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:33.515067 12391 Coordinator.h:237] commit: 135665 abort: 6334 (649/5299/386), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1962369, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:34.515143 12391 Coordinator.h:237] commit: 135246 abort: 6429 (661/5396/372), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1956952, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:35.515219 12391 Coordinator.h:237] commit: 136087 abort: 6269 (632/5252/385), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1977841, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:36.515297 12391 Coordinator.h:237] commit: 136023 abort: 6295 (635/5273/387), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1969895, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:37.515374 12391 Coordinator.h:237] commit: 135682 abort: 6373 (661/5307/405), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1958383, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:38.515451 12391 Coordinator.h:237] commit: 136039 abort: 6282 (631/5258/393), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1968545, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:39.515523 12391 Coordinator.h:237] commit: 135451 abort: 6391 (667/5341/383), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1959175, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:40.515599 12391 Coordinator.h:237] commit: 135573 abort: 6408 (685/5364/359), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1957201, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
I0914 14:58:41.515672 12391 Coordinator.h:237] commit: 135213 abort: 6309 (660/5275/374), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 0, avg network size: 0, si_in_serializable: 0 0 %, local: 0 %, local_access: 1954086, local_cxl_access: 0 (0%), remote_access: 0, remote_access_with_req: 0 (-nan%), data_move_in: 0, n_data_move_out: 0
